Synsets,domain_x,norm,nrdirhypers_x,nrhypos_x,nrpartrels_normalised_x,depthfromtopsynset_normalised_x,glosslength_normalised_x,minwordlength_x,nroflemmas_x,polyscore_max_x,vote_x,raw_translation,raw_translation_lemmas,translation_set,number_tranlsation,number_sense,translation_lemmas_set,number_tranlsation_lemmas,number_sense_lemmas
Synset('brass.n.02'),music,brass,1,13,3.9047619047619047,0.8929219600725952,1.8098471986417657,5,2,7,nb,brass brass metal shine shine shine ,brass brass metal shine shine shine band brass brass brass instrument music play ,"['metal', 'brass', 'shine']",6,3,"['music', 'metal', 'band', 'shine', 'instrument', 'brass', 'play']",13,7
Synset('bugle.n.01'),music,bugle,1,0,0.0,0.9921355111917723,0.8985954622626948,5,1,4,b,bugle bugle brass brass instrument music play sound ,bugle bugle brass brass instrument music play sound ,"['music', 'sound', 'bugle', 'instrument', 'brass', 'play']",8,6,"['music', 'sound', 'bugle', 'instrument', 'brass', 'play']",8,6
Synset('cello.n.01'),music,cello,1,0,0.0,0.9921355111917723,0.9239080104954468,5,2,1,b,cello cello music instrument play string string string wood ,cello cello music instrument play string string string wood cello cello music instrument music string string string wood ,"['music', 'instrument', 'wood', 'play', 'cello', 'string']",9,6,"['music', 'instrument', 'wood', 'play', 'cello', 'string']",18,6
Synset('chanter.n.01'),music,chanter,1,0,3.9047619047619047,0.9921355111917723,0.7214076246334311,7,2,1,nb,act animal animal animal control control control change change control change control control communicate control,act animal animal animal control control control change change control change control control communicate controlband music instrument pipe sound sound ,"['control', 'act', 'change', 'animal', 'communicate']",15,5,"['music', 'pipe', 'sound', 'control', 'act', 'instrument', 'controlband', 'change', 'animal', 'communicate']",20,10
Synset('chordophone.n.01'),music,chordophone,1,8,0.0,0.8929219600725952,0.9745331069609507,11,1,1,nb,band brass brass brass instrument instrument music play string string wood ,band brass brass brass instrument instrument music play string string wood ,"['music', 'band', 'instrument', 'brass', 'wood', 'play', 'string']",11,7,"['music', 'band', 'instrument', 'brass', 'wood', 'play', 'string']",11,7
Synset('cittern.n.01'),music,cittern,1,0,0.0,0.9921355111917723,1.2403148634048464,6,5,2,nb,bake bake eat food fruit green grow juice juice juice round round round small,bake bake eat food fruit green grow juice juice juice round round round smallbible church christ christ christ church church god god holy man religion religion act animal animal animal dance dance dance foot dance dance fast dance foot human movebreakfast bread cream cream cream cheese cream cheese eat food good good green growbeak beak brown beak eat egg egg green grow leg large leg,"['juice', 'grow', 'food', 'eat', 'green', 'fruit', 'small', 'round', 'bake']",14,9,"['christ', 'foot', 'beak', 'cheese', 'brown', 'growbeak', 'bread', 'man', 'religion', 'human', 'round', 'juice', 'large', 'fast', 'movebreakfast', 'food', 'eat', 'fruit', 'holy', 'dance', 'egg', 'god', 'green', 'leg', 'good', 'grow', 'cream', 'act', 'church', 'animal', 'smallbible', 'bake']",65,32
Synset('clarinet.n.01'),music,clarinet,1,3,0.0,1.190562613430127,0.5695323352369193,8,1,1,b,air orchestra brass brass brass instrument brass instrument music string string wood ,air orchestra brass brass brass instrument brass instrument music string string wood ,"['music', 'orchestra', 'air', 'instrument', 'brass', 'wood', 'string']",12,7,"['music', 'orchestra', 'air', 'instrument', 'brass', 'wood', 'string']",12,7
Synset('clarion.n.01'),music,clarion,1,0,0.0,0.9921355111917723,0.6581262540515511,7,1,4,b,animal animal beak beak bird bird bird feather feather feather fly feather fly,animal animal beak beak bird bird bird feather feather feather fly feather fly,"['feather', 'bird', 'beak', 'fly', 'animal']",13,5,"['feather', 'bird', 'beak', 'fly', 'animal']",13,5
Synset('concert_grand.n.01'),music,concert_grand,1,0,0.0,1.0913490623109496,0.5948448834696712,13,2,1,nb,concert grand grand music play show ,concert grand grand music play show concert music music play play ,"['music', 'play', 'grand', 'concert', 'show']",6,5,"['music', 'play', 'grand', 'concert', 'show']",11,5
Synset('concertina.n.02'),music,concertina,1,1,0.0,0.9921355111917723,1.3289087822194785,10,1,3,b,concert instrument music play string string wood ,concert instrument music play string string wood ,"['music', 'instrument', 'wood', 'play', 'string', 'concert']",7,6,"['music', 'instrument', 'wood', 'play', 'string', 'concert']",7,6
Synset('contrabassoon.n.01'),music,contrabassoon,1,0,0.0,1.2897761645493042,0.772032721098935,13,3,1,nb,contrabass cocaine drug person substance ,contrabass cocaine drug person substance cheese cheese food pasta pasta sauce sauce sauce bass band instrument instrument instrument music play sound wood ,"['contrabass', 'person', 'drug', 'substance', 'cocaine']",5,5,"['music', 'sound', 'cheese', 'band', 'pasta', 'contrabass', 'sauce', 'food', 'person', 'instrument', 'play', 'drug', 'wood', 'substance', 'bass', 'cocaine']",22,16
Synset('cornet.n.01'),music,cornet,1,1,0.0,0.9921355111917723,1.493440345732366,4,4,12,b,band brass brass brass instrument brass instrument music play string string wood ,band brass brass brass instrument brass instrument music play string string wood act air air animal animal animal annoy blow blow blow car car car blow blowband brass brass brass instrument brass instrument music instrument play sound trumpet elect president elect person power ,"['music', 'band', 'instrument', 'brass', 'wood', 'play', 'string']",12,7,"['sound', 'band', 'annoy', 'wood', 'blow', 'blowband', 'air', 'instrument', 'brass', 'person', 'play', 'elect', 'power', 'trumpet', 'string', 'music', 'car', 'act', 'president', 'animal']",43,20
Synset('diapason.n.01'),music,diapason,1,0,0.0,1.0913490623109496,0.5568760611205432,8,2,1,nb,cloth cloth cloth cloth cover cloth color cover cloth material material ,cloth cloth cloth cloth cover cloth color cover cloth material material stop stop stop stop ,"['cloth', 'material', 'cover', 'color']",11,4,"['color', 'stop', 'cloth', 'material', 'cover']",15,5
Synset('double-reed_instrument.n.01'),music,double-reed_instrument,1,12,3.9047619047619047,1.0913490623109496,0.810001543448063,11,2,2,nb,music instrument music play string string string wood ,music instrument music play string string string wood double double double repeat repeat ,"['music', 'instrument', 'wood', 'play', 'string']",8,5,"['music', 'instrument', 'wood', 'double', 'play', 'repeat', 'string']",13,7
Synset('drone.n.05'),music,drone,1,0,3.9047619047619047,0.9921355111917723,0.8985954622626948,5,3,7,nb,airplane airplane airplane fly fly plane ,airplane airplane airplane fly fly plane airplane airplane fly fly plane plane transport alcohol drink drink drink liquor liquor liquor wine ,"['airplane', 'fly', 'plane']",6,3,"['transport', 'wine', 'airplane', 'fly', 'plane', 'alcohol', 'liquor', 'drink']",21,8
Synset('drum.n.01'),music,drum,1,8,3.9047619047619047,0.8929219600725952,1.41750270103411,4,3,9,b,act air air air beat beat beat dance beat beat music music rhythm rhythm rhythm,act air air air beat beat beat dance beat beat music music rhythm rhythm rhythmacoustic brass brass brass instrument music play sound wood act air air air bird bird bird dance dance dance foot dance foot fly foot,"['music', 'dance', 'rhythm', 'act', 'air', 'beat']",15,6,"['music', 'dance', 'bird', 'rhythm', 'sound', 'foot', 'act', 'air', 'beat', 'instrument', 'rhythmacoustic', 'brass', 'play', 'wood', 'fly']",38,15
Synset('dulciana.n.01'),music,dulciana,1,0,0.0,1.0913490623109496,0.7214076246334311,8,1,1,nb,beverage cream cream cream dessert dessert ice cream ice cream flavor ,beverage cream cream cream dessert dessert ice cream ice cream flavor ,"['beverage', 'cream', 'dessert', 'flavor', 'ice']",11,5,"['beverage', 'cream', 'dessert', 'flavor', 'ice']",11,5
Synset('dulcimer.n.01'),music,dulcimer,1,0,0.0,0.8929219600725952,1.4301589751504862,8,1,2,b,music instrument instrument string string string wood ,music instrument instrument string string string wood ,"['music', 'instrument', 'string', 'wood']",7,4,"['music', 'instrument', 'string', 'wood']",7,4
Synset('electric_guitar.n.01'),music,electric_guitar,1,0,0.0,0.9921355111917723,0.6707825281679272,15,1,1,nb,electric guitar electric music play ,electric guitar electric music play ,"['music', 'electric', 'play', 'guitar']",5,4,"['music', 'electric', 'play', 'guitar']",5,4
Synset('electronic_instrument.n.01'),music,electronic_instrument,1,3,0.0,0.793708408953418,0.7214076246334311,21,2,1,nb,electronic instrument music play sound ,electronic instrument music play sound electronic music instrument music play sound ,"['music', 'sound', 'instrument', 'play', 'electronic']",5,5,"['music', 'sound', 'instrument', 'play', 'electronic']",11,5
Synset('euphonium.n.01'),music,euphonium,1,0,0.0,0.9921355111917723,0.9112517363790708,9,1,1,nb,electronium element element element metal metal part sound ,electronium element element element metal metal part sound ,"['sound', 'metal', 'element', 'electronium', 'part']",8,5,"['sound', 'metal', 'element', 'electronium', 'part']",8,5
Synset('fife.n.01'),music,fife,1,0,0.0,1.0913490623109496,1.569377990430622,4,1,1,nb,britain country country country king king royal ,britain country country country king king royal ,"['royal', 'country', 'britain', 'king']",7,4,"['royal', 'country', 'britain', 'king']",7,4
Synset('flageolet.n.02'),music,flageolet,1,1,0.0,1.0913490623109496,0.7973452693316869,9,3,2,nb,breath blow blow blow flagellate blow blow ,breath blow blow blow flagellate blow blow record record record record pipe pipe water ,"['breath', 'blow', 'flagellate']",7,3,"['blow', 'record', 'pipe', 'flagellate', 'breath', 'water']",14,6
Synset('flue_pipe.n.01'),music,flue_pipe,1,0,0.0,0.9921355111917723,1.1390646704738383,4,3,3,nb,pipe pipe pipe ,pipe pipe pipe act air air air blow blow blow cold fire fire gas hot house hot houseact appendage appendage body appendage connect body connect connect connect end end,['pipe'],3,1,"['blow', 'pipe', 'hot', 'house', 'fire', 'act', 'air', 'connect', 'end', 'appendage', 'gas', 'houseact', 'body', 'cold']",29,14
Synset('flue_stop.n.01'),music,flue_stop,1,0,0.0,1.0913490623109496,0.5315635128877914,9,1,1,nb,act air air air burn burn burn cold cold fire fire gas human inhale,act air air air burn burn burn cold cold fire fire gas human inhale,"['inhale', 'fire', 'act', 'air', 'burn', 'gas', 'human', 'cold']",14,8,"['inhale', 'fire', 'act', 'air', 'burn', 'gas', 'human', 'cold']",14,8
Synset('flugelhorn.n.01'),music,flugelhorn,1,0,0.0,0.9921355111917723,0.759376446982559,10,2,1,b,air blow blow blow horn horn instrument ,air blow blow blow horn horn instrument air blow blow blow flute blow instrument horn ,"['air', 'blow', 'instrument', 'horn']",7,4,"['blow', 'flute', 'horn', 'air', 'instrument']",15,5
Synset('flute.n.01'),music,flute,1,3,0.0,0.9921355111917723,2.0882852292020373,5,2,4,b,air instrument brass brass brass flute flute music instrument play wood ,air instrument brass brass brass flute flute music instrument play wood air flute flute instrument instrument music play ,"['music', 'flute', 'air', 'instrument', 'brass', 'wood', 'play']",11,7,"['music', 'flute', 'air', 'instrument', 'brass', 'wood', 'play']",18,7
Synset('free-reed_instrument.n.01'),music,free-reed_instrument,1,6,3.9047619047619047,0.8929219600725952,0.4303133199567834,20,1,1,nb,music instrument music play string string string ,music instrument music play string string string ,"['music', 'instrument', 'string', 'play']",7,4,"['music', 'instrument', 'string', 'play']",7,4
Synset('french_horn.n.01'),music,french_horn,1,0,0.0,0.9921355111917723,1.4428152492668622,4,2,12,b,animal beak blow blow blow horn horn horn ,america america america africa country country horn horn horn act air air animal animal animal annoy blow blow blow car car car blow blow,"['blow', 'animal', 'beak', 'horn']",8,4,"['blow', 'country', 'africa', 'act', 'horn', 'air', 'annoy', 'car', 'animal', 'america']",24,10
Synset('glockenspiel.n.01'),music,glockenspiel,1,0,0.0,0.8929219600725952,1.468127797499614,12,2,1,b,bullet brass brass brass instrument brass brass gun metal loud metal round round sound,bullet brass brass brass instrument brass brass gun metal loud metal round round soundbell brass brass brass instrument instrument music play sound ,"['sound', 'metal', 'bullet', 'instrument', 'brass', 'gun', 'round', 'loud']",14,8,"['music', 'sound', 'metal', 'bullet', 'soundbell', 'instrument', 'brass', 'play', 'gun', 'round', 'loud']",22,11
Synset('gong.n.01'),music,gong,1,0,0.0,0.8929219600725952,1.1896897669393425,4,2,3,b,bong bang bang bang loud metal loud noise sound ,bong bang bang bang loud metal loud noise sound act animal animal animal annoy annoy annoy bang bang bang blow blow blow bang bang,"['sound', 'metal', 'bang', 'noise', 'bong', 'loud']",9,6,"['blow', 'sound', 'metal', 'bang', 'annoy', 'act', 'noise', 'bong', 'animal', 'loud']",24,10
Synset('grand_piano.n.01'),music,grand_piano,1,2,3.9047619047619047,0.9921355111917723,1.1517209445902146,5,2,10,nb,acoustic orchestra brass brass brass instrument grand instrument large music play wood ,acoustic orchestra brass brass brass instrument grand instrument large music play wood amount money money money worth worth ,"['music', 'orchestra', 'instrument', 'brass', 'acoustic', 'play', 'wood', 'grand', 'large']",12,9,"['music', 'money', 'orchestra', 'worth', 'instrument', 'brass', 'acoustic', 'play', 'wood', 'amount', 'grand', 'large']",18,12
Synset('guarnerius.n.03'),music,guarnerius,1,0,0.0,1.0913490623109496,0.6075011575860472,10,1,3,nb,animal beak beak bird bird beak feather feather feather fly feather fly,animal beak beak bird bird beak feather feather feather fly feather fly,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5,"['feather', 'bird', 'beak', 'fly', 'animal']",12,5
Synset('guitar.n.01'),music,guitar,1,6,3.9047619047619047,0.8929219600725952,1.0251582034264546,6,1,1,b,bass guitar music instrument play string string string wood ,bass guitar music instrument play string string string wood ,"['music', 'instrument', 'wood', 'play', 'guitar', 'bass', 'string']",9,7,"['music', 'instrument', 'wood', 'play', 'guitar', 'bass', 'string']",9,7
Synset('harmonica.n.01'),music,harmonica,1,0,0.0,0.9921355111917723,1.6832844574780057,4,4,5,b,music instrument music play string string string wood ,music instrument music play string string string wood body body organ organ organ part part music instrument music play string string wood act animal animal animal air animal animal body animal body body body communicate communicate communicate,"['music', 'instrument', 'wood', 'play', 'string']",8,5,"['music', 'organ', 'act', 'air', 'instrument', 'wood', 'play', 'animal', 'body', 'part', 'string', 'communicate']",37,12
Synset('harmonium.n.01'),music,harmonium,1,0,0.0,0.9921355111917723,0.9365642846118228,5,3,6,b,atom element element element part part part ,atom element element element part part part act body body body brain body body control control control communicate communicate communicate control communicatebody body organ organ organ part part ,"['part', 'element', 'atom']",7,3,"['brain', 'control', 'atom', 'act', 'organ', 'element', 'communicatebody', 'body', 'part', 'communicate']",28,10
Synset('harp.n.01'),music,harp,1,3,0.0,0.9921355111917723,2.392035807995061,4,1,5,b,music instrument music play string string wood ,music instrument music play string string wood ,"['music', 'instrument', 'wood', 'play', 'string']",7,5,"['music', 'instrument', 'wood', 'play', 'string']",7,5
Synset('hawaiian_guitar.n.01'),music,hawaiian_guitar,1,0,0.0,0.9921355111917723,1.3415650563358543,12,2,1,nb,bass guitar guitar music instrument play string string string ,bass guitar music instrument play string string wood band instrument metal metal play string string string wood ,"['music', 'instrument', 'play', 'guitar', 'bass', 'string']",9,6,"['music', 'metal', 'band', 'instrument', 'wood', 'play', 'guitar', 'bass', 'string']",17,9
Synset('heckelphone.n.01'),music,heckelphone,1,0,0.0,1.2897761645493042,0.6201574317024232,11,2,1,nb,cell phone cell phone earphone ear phone ear ring ring ring small talk ,cell phone cell phone earphone ear phone ear ring ring ring small talk bass instrument brass brass brass instrument wood wood ,"['ring', 'earphone', 'ear', 'phone', 'talk', 'cell', 'small']",13,7,"['ring', 'earphone', 'ear', 'phone', 'instrument', 'brass', 'wood', 'talk', 'cell', 'small', 'bass']",21,11
Synset('helicon.n.01'),music,helicon,1,0,0.0,0.9921355111917723,0.6454699799351752,7,2,2,nb,bark flower flower grow grow ,bark flower flower grow grow bomb bomb danger danger danger kill danger kill kill kill ,"['flower', 'bark', 'grow']",5,3,"['grow', 'bomb', 'bark', 'danger', 'kill', 'flower']",15,6
